"","indic","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","indicatorName","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","men","girl","women","boy","Gender","SiteType","StartDate","poptype","indic2","X","Indicator"
"12483","benefiting from alternative education service such as informal education and life skills","Irbid",1219850148,4055,288028217,"Irbid Governorate",574,"SCI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,27,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-10",1064,"Informal education and life skills","Individual","2014-10","North",,,,,"BPRM","Indirect appeal","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/10/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12484","benefiting from alternative education service such as informal education and life skills","Al Balqa",1288369886,4055,216998920,"Liwa Qasabat As Salt",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23569,60,"Girls - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","Central","Qasabat As Salt","As Salt",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","Girls","","","Girls","   Urban areas - ","01/07/2014","other Affected","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12485","benefiting from alternative education service such as informal education and life skills","Mafraq",582213842,4055,1550824125,"Mafraq City",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,16,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","North","Mafraq Qasabah","Al Mafraq",,,"Informal education activities provided through the Islamic Center in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","","","","Boys","Boys","   Urban areas - ","01/07/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12486","benefiting from alternative education service such as informal education and life skills","Irbid",934270533,4055,925470456,"Liwa al Aghwar ash Shamaliyah",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,8,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-05",1064,"Informal education and life skills","Individual","2014-05","North","Al Aghwar Al Shamalyah","Al Aghwar Al Shamalyah",,,"NORTH SHOUNEH","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/05/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12487","benefiting from alternative education service such as informal education and life skills","Amman",186620261,4055,335621882,"Amman Governorate",574,"SCI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,113,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-11",1064,"Informal education and life skills","Individual","2014-11","Central",,,,,"DIFD","Direct appeal","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/11/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12488","benefiting from alternative education service such as informal education and life skills","Amman",1707375941,4055,495812323,"Liwa Al Quaysmh",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,24,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-12",1064,"Informal education and life skills","Individual","2014-12","Central","Al Quaysmh",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/12/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12489","benefiting from alternative education service such as informal education and life skills","Jarash",727084424,4055,698809661,"Jarash City",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,25,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-08",1064,"Informal education and life skills","Individual","2014-08","North","Qasabat Jarash","Jarash",,,"Souf Camp","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1708","JARASH","1","North","","Girls","","","Girls","   Urban areas - ","01/08/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12490","benefiting from alternative education service such as informal education and life skills","Irbid",454957861,4055,1010756749,"Liwa al Kurah",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,161,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-06",1064,"Informal education and life skills","Individual","2014-06","North","Al Koura","Al Koura",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/06/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12491","benefiting from alternative education service such as informal education and life skills","Karak",502985953,4055,98986952,"Karak Governorate",574,"SCI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,3,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-12",1064,"Informal education and life skills","Individual","2014-12","South",,,,,"DFATD-NLG","Direct appeal","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1704","KARAK","3","South","","","","Boys","Boys","   Urban areas - ","01/12/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12492","benefiting from alternative education service such as informal education and life skills","Amman",625737185,4055,1633208053,"Liwa Marka",1495,"EAC","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,125,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-09",1064,"Informal education and life skills","Individual","2014-09","Central","Marka","Marka",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","","","Boys","Boys","   Urban areas - ","01/09/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12493","benefiting from alternative education service such as informal education and life skills","Irbid",353033864,4055,1693518418,"Liwa ar Ramtha",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,17,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-05",1064,"Informal education and life skills","Individual","2014-05","North","Ar Ramtha","Ar Ramtha",,,"Informal education activities provided through the Al Shajara Center in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/05/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12494","benefiting from alternative education service such as informal education and life skills","Karak",311781349,4055,98986952,"Karak Governorate",574,"SCI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,18,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","South",,,,,"ECHOII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1704","KARAK","3","South","","Girls","","","Girls","   Urban areas - ","01/07/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12495","benefiting from alternative education service such as informal education and life skills","Irbid",454957861,4055,1010756749,"Liwa al Kurah",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,181,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-08",1064,"Informal education and life skills","Individual","2014-08","North","Al Koura","Al Koura",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/08/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12496","benefiting from alternative education service such as informal education and life skills","Irbid",1174507986,4055,288028217,"Irbid Governorate",574,"SCI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,67,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","North",,,,,"ECHOII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/07/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12497","benefiting from alternative education service such as informal education and life skills","Amman",1093440838,4055,1540680805,"Liwa al Jamiah",1025,"MECI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23569,2,"Girls - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-03",1064,"Informal education and life skills","Individual","2014-03","Central","Al Jamiah","Al Jamiah",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/03/2014","other Affected","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12498","benefiting from alternative education service such as informal education and life skills","Zarqa",236421282,4055,1258325466,"Liwa Qasabat Az Zarqa",436,"WVI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,359,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-05",1064,"Informal education and life skills","Individual","2014-05","Central","Zarqa Qasabah","Az Zarqa",,,"WVI is running 2 Child Friendly Spaces (CFS) and one Adolescent Friendly Space (AFS) in Zarqa. These projects are funded by DFATD and AUSAID. ","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1712","ZARQA","1","North","","","","Boys","Boys","   Urban areas - ","01/05/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12499","benefiting from alternative education service such as informal education and life skills","Al Balqa",1288369886,4055,216998920,"Liwa Qasabat As Salt",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,72,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-11",1064,"Informal education and life skills","Individual","2014-11","Central","Qasabat As Salt","As Salt",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","","","Boys","Boys","   Urban areas - ","01/11/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12500","benefiting from alternative education service such as informal education and life skills","Mafraq",2002933238,4055,1301653537,"Liwa Qasabat al Mafraq",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,170,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-12",1064,"Informal education and life skills","Individual","2014-12","North","Mafraq Qasabah","Al Mafraq",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","","","","Boys","Boys","   Urban areas - ","01/12/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12501","benefiting from alternative education service such as informal education and life skills","Amman",1093440838,4055,1540680805,"Liwa al Jamiah",1025,"MECI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,9,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-02",1064,"Informal education and life skills","Individual","2014-02","Central","Al Jamiah","Al Jamiah",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/02/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12502","benefiting from alternative education service such as informal education and life skills","Zarqa",729626163,4055,1413109440,"Zarqa Governorate",1026,"NICCOD","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23569,12,"Girls - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","Central",,,,,"Provide basic life skills, recreational activities to Syrian and Jordanian children between the ages of 10-14 years.","Indirect appeal","None","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1712","ZARQA","1","North","","Girls","","","Girls","   Urban areas - ","01/07/2014","other Affected","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12503","benefiting from alternative education service such as informal education and life skills","Zarqa",236421282,4055,1258325466,"Liwa Qasabat Az Zarqa",436,"WVI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,151,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-09",1064,"Informal education and life skills","Individual","2014-09","Central","Zarqa Qasabah","Az Zarqa",,,"WVI is running 2 Child Friendly Spaces (CFS) and one Adolescent Friendly Space (AFS) in Zarqa. These projects are funded by DFATD and AUSAID. ","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1712","ZARQA","1","North","","","","Boys","Boys","   Urban areas - ","01/09/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12504","benefiting from alternative education service such as informal education and life skills","Irbid",682968913,4055,1700181606,"Liwa at Tayyibah",436,"WVI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,64,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-08",1064,"Informal education and life skills","Individual","2014-08","North","At Tayba","At Tayba",,,"WVI through its partners is running 2 child friendly spaces (CFS) and one adolescent friendly centre (AFS) in Irbid. The two centres are funded by DFATD and AUSAID. ","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/08/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12505","benefiting from alternative education service such as informal education and life skills","Mafraq",2002933238,4055,1301653537,"Liwa Qasabat al Mafraq",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,141,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-09",1064,"Informal education and life skills","Individual","2014-09","North","Mafraq Qasabah","Al Mafraq",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","","","","Boys","Boys","   Urban areas - ","01/09/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12506","benefiting from alternative education service such as informal education and life skills","Karak",502985953,4055,98986952,"Karak Governorate",574,"SCI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23569,5,"Girls - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-12",1064,"Informal education and life skills","Individual","2014-12","South",,,,,"DFATD-NLG","Direct appeal","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1704","KARAK","3","South","","Girls","","","Girls","   Urban areas - ","01/12/2014","other Affected","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12507","benefiting from alternative education service such as informal education and life skills","Ajlun",1214345097,4055,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23569,32,"Girls - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-11",1064,"Informal education and life skills","Individual","2014-11","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","","Girls","","","Girls","   Urban areas - ","01/11/2014","other Affected","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12508","benefiting from alternative education service such as informal education and life skills","Irbid",353033864,4055,1693518418,"Liwa ar Ramtha",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,17,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","North","Ar Ramtha","Ar Ramtha",,,"Informal education activities provided through the Al Shajara Center in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/07/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12509","benefiting from alternative education service such as informal education and life skills","Mafraq",79058087,4055,1048500186,"Mafraq Governorate",574,"SCI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23569,22,"Girls - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-08",1064,"Informal education and life skills","Individual","2014-08","North",,,,,"ECHOII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","","Girls","","","Girls","   Urban areas - ","01/08/2014","other Affected","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12510","benefiting from alternative education service such as informal education and life skills","Mafraq",1151552286,4055,1550824125,"Mafraq City",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,17,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-05",1064,"Informal education and life skills","Individual","2014-05","North","Mafraq Qasabah","Al Mafraq",,,"Informal education activities provided through the Al Khairat Society in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","","","","Boys","Boys","   Urban areas - ","01/05/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12511","benefiting from alternative education service such as informal education and life skills","Amman",809693234,4055,1633208053,"Liwa Marka",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,21,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-11",1064,"Informal education and life skills","Individual","2014-11","Central","Marka","Marka",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/11/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12512","benefiting from alternative education service such as informal education and life skills","Zarqa",729626163,4055,1413109440,"Zarqa Governorate",1026,"NICCOD","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,15,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-10",1064,"Informal education and life skills","Individual","2014-10","Central",,,,,"Provide basic life skills, recreational activities to Syrian and Jordanian children between the ages of 10-14 years.","Indirect appeal","None","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1712","ZARQA","1","North","","","","Boys","Boys","   Urban areas - ","01/10/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12513","benefiting from alternative education service such as informal education and life skills","Amman",1093440838,4055,1540680805,"Liwa al Jamiah",1025,"MECI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,19,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-04",1064,"Informal education and life skills","Individual","2014-04","Central","Al Jamiah","Al Jamiah",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/04/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12514","benefiting from alternative education service such as informal education and life skills","Mafraq",582213842,4055,1550824125,"Mafraq City",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,17,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-03",1064,"Informal education and life skills","Individual","2014-03","North","Mafraq Qasabah","Al Mafraq",,,"Informal education activities provided through the Islamic Center in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","","","","Boys","Boys","   Urban areas - ","01/03/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12515","benefiting from alternative education service such as informal education and life skills","Jarash",727084424,4055,698809661,"Jarash City",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,1,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-12",1064,"Informal education and life skills","Individual","2014-12","North","Qasabat Jarash","Jarash",,,"Souf Camp","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1708","JARASH","1","North","","Girls","","","Girls","   Urban areas - ","01/12/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12516","benefiting from alternative education service such as informal education and life skills","Zarqa",2099886538,4055,1413109440,"Zarqa Governorate",574,"SCI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,30,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","Central",,,,,"ECHOII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1712","ZARQA","1","North","","","","Boys","Boys","   Urban areas - ","01/07/2014","Camp","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12517","benefiting from alternative education service such as informal education and life skills","Mafraq",79058087,4055,1048500186,"Mafraq Governorate",574,"SCI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,40,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-06",1064,"Informal education and life skills","Individual","2014-06","North",,,,,"ECHOII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","","Girls","","","Girls","   Urban areas - ","01/06/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12518","benefiting from alternative education service such as informal education and life skills","Irbid",682968913,4055,1700181606,"Liwa at Tayyibah",436,"WVI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,72,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-06",1064,"Informal education and life skills","Individual","2014-06","North","At Tayba","At Tayba",,,"WVI through its partners is running 2 child friendly spaces (CFS) and one adolescent friendly centre (AFS) in Irbid. The two centres are funded by DFATD and AUSAID. ","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/06/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12519","benefiting from alternative education service such as informal education and life skills","Zarqa",556280107,4055,1413109440,"Zarqa Governorate",574,"SCI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,42,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-09",1064,"Informal education and life skills","Individual","2014-09","Central",,,,,"DFATD III","Indirect appeal","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1712","ZARQA","1","North","","Girls","","","Girls","   Urban areas - ","01/09/2014","Urban","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
"12520","benefiting from alternative education service such as informal education and life skills","Zarqa",556280107,4055,1413109440,"Zarqa Governorate",574,"SCI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23569,5,"Girls - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-11",1064,"Informal education and life skills","Individual","2014-11","Central",,,,,"DFATD III","Indirect appeal","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1712","ZARQA","1","North","","Girls","","","Girls","   Urban areas - ","01/11/2014","other Affected","benefiting from alternative education service such as informal education and life skills",85,"# benefiting from alternative education service such as informal education and life skills"
