Governorate,siteId,activityId,locationId,location,partnerId,Partner,activity,activityCategory,indicatorId,Value,Indicator,month,database,indicatorCategory,Units,month.1,region.x,district,subdistrict,refugee.camps,camp.districts,comments,appeal,Fundedby,allocation,Camp,ITS,Other,Urban,Category,sector,gcode,gov,rcode,region,StartDate,men,women,boy,girl,Gender,SiteType
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24055,15,Men - Other affected Population,2014-09,1064,Impacted population this month,Individual,2014-09,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/09/2014,Men,,,,Men,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24052,20,Girls - Other affected Population,2014-06,1064,Impacted population this month,Individual,2014-06,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/06/2014,,,,Girls,Girls,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24051,32,Syrian Men in Urban,2014-01,1064,Impacted population this month,Individual,2014-01,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/01/2014,Men,,,,Men,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24054,152,Women - Other affected Population,2013-10,1064,Impacted population this month,Individual,2013-10,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/10/2013,Men,Women,,,WomenMen,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24054,177,Women - Other affected Population,2013-12,1064,Impacted population this month,Individual,2013-12,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/12/2013,Men,Women,,,WomenMen,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24052,45,Girls - Other affected Population,2013-09,1064,Impacted population this month,Individual,2013-09,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/09/2013,,,,Girls,Girls,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24055,78,Men - Other affected Population,2014-10,1064,Impacted population this month,Individual,2014-10,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/10/2014,Men,,,,Men,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24049,83,Syrian Boys in Urban,2013-11,1064,Impacted population this month,Individual,2013-11,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/11/2013,,,Boys,,Boys,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24054,95,Women - Other affected Population,2014-03,1064,Impacted population this month,Individual,2014-03,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/03/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24053,52,Boys - Other affected Population,2014-11,1064,Impacted population this month,Individual,2014-11,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/11/2014,,,Boys,,Boys,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24051,20,Syrian Men in Urban,2014-10,1064,Impacted population this month,Individual,2014-10,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/10/2014,Men,,,,Men,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24055,152,Men - Other affected Population,2013-10,1064,Impacted population this month,Individual,2013-10,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/10/2013,Men,,,,Men,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24050,54,Syrian Women in Urban,2014-01,1064,Impacted population this month,Individual,2014-01,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/01/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24050,52,Syrian Women in Urban,2014-02,1064,Impacted population this month,Individual,2014-02,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/02/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24048,18,Syrian Girls in Urban,2014-08,1064,Impacted population this month,Individual,2014-08,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/08/2014,,,,Girls,Girls,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,31,# of new dwelling units brought to the affordable housing market,2014-10,1064,RRP6 - Performance Indicators,#,2014-10,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/10/2014,,,,,,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24053,15,Boys - Other affected Population,2014-09,1064,Impacted population this month,Individual,2014-09,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/09/2014,,,Boys,,Boys,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24051,31,Syrian Men in Urban,2013-10,1064,Impacted population this month,Individual,2013-10,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/10/2013,Men,,,,Men,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,19,# of new dwelling units brought to the affordable housing market,2014-08,1064,RRP6 - Performance Indicators,#,2014-08,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/08/2014,,,,,,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24054,27,Women - Other affected Population,2014-07,1064,Impacted population this month,Individual,2014-07,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/07/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24051,2,Syrian Men in Urban,2013-08,1064,Impacted population this month,Individual,2013-08,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/08/2013,Men,,,,Men,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24055,27,Men - Other affected Population,2014-07,1064,Impacted population this month,Individual,2014-07,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/07/2014,Men,,,,Men,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24052,78,Girls - Other affected Population,2014-05,1064,Impacted population this month,Individual,2014-05,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/05/2014,,,,Girls,Girls,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,71,# of new dwelling units brought to the affordable housing market,2013-12,1064,RRP6 - Performance Indicators,#,2013-12,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/12/2013,,,,,,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24048,9,Syrian Girls in Urban,2014-09,1064,Impacted population this month,Individual,2014-09,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/09/2014,,,,Girls,Girls,   Urban areas - 
Irbid,150666893,4116,288028217,Irbid Governorate,295,Intersos,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24039,113,Syrian Girls in Urban,2014-05,1064,Impacted population this month,Individual,2014-05,North,,,,,Basic home maintenance repairs to improve sub-standard housing units.,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/05/2014,,,,Girls,Girls,   Urban areas - 
Irbid,150666893,4116,288028217,Irbid Governorate,295,Intersos,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24047,96,# of dwelling units upgraded to adequate standard,2014-04,1064,RRP6 - Performance Indicators,#,2014-04,North,,,,,Basic home maintenance repairs to improve sub-standard housing units.,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/04/2014,,,,,,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24055,45,Men - Other affected Population,2013-09,1064,Impacted population this month,Individual,2013-09,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/09/2013,Men,,,,Men,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24052,138,Girls - Other affected Population,2014-01,1064,Impacted population this month,Individual,2014-01,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/01/2014,,,,Girls,Girls,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24052,27,Girls - Other affected Population,2014-07,1064,Impacted population this month,Individual,2014-07,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/07/2014,,,,Girls,Girls,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24053,158,Boys - Other affected Population,2014-02,1064,Impacted population this month,Individual,2014-02,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/02/2014,,,Boys,,Boys,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24053,187,Boys - Other affected Population,2013-11,1064,Impacted population this month,Individual,2013-11,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/11/2013,,,Boys,,Boys,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24053,177,Boys - Other affected Population,2013-12,1064,Impacted population this month,Individual,2013-12,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/12/2013,,,Boys,,Boys,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24053,10,Boys - Other affected Population,2013-08,1064,Impacted population this month,Individual,2013-08,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/08/2013,,,Boys,,Boys,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24052,47,Girls - Other affected Population,2014-08,1064,Impacted population this month,Individual,2014-08,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/08/2014,,,,Girls,Girls,   Urban areas - 
Irbid,471442257,4117,1739588223,Liwa Qasabat Irbid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,80,# of new dwelling units brought to the affordable housing market,2014-04,1064,RRP6 - Performance Indicators,#,2014-04,North,Qasabat Irbid,,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/04/2014,,,,,,   Urban areas - 
Irbid,471442257,4117,1739588223,Liwa Qasabat Irbid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24050,39,Syrian Women in Urban,2014-02,1064,Impacted population this month,Individual,2014-02,North,Qasabat Irbid,,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/02/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,1364017094,4117,1998321274,Liwa Bani Ubayid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24048,78,Syrian Girls in Urban,2014-03,1064,Impacted population this month,Individual,2014-03,North,Bani Obayd,Bani Obayd,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/03/2014,,,,Girls,Girls,   Urban areas - 
Irbid,1364017094,4117,1998321274,Liwa Bani Ubayid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,106,# of new dwelling units brought to the affordable housing market,2014-12,1064,RRP6 - Performance Indicators,#,2014-12,North,Bani Obayd,Bani Obayd,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/12/2014,,,,,,   Urban areas - 
Irbid,1364017094,4117,1998321274,Liwa Bani Ubayid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24055,170,Men - Other affected Population,2014-08,1064,Impacted population this month,Individual,2014-08,North,Bani Obayd,Bani Obayd,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/08/2014,Men,,,,Men,   Urban areas - 
Irbid,1364017094,4117,1998321274,Liwa Bani Ubayid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24053,165,Boys - Other affected Population,2014-04,1064,Impacted population this month,Individual,2014-04,North,Bani Obayd,Bani Obayd,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/04/2014,,,Boys,,Boys,   Urban areas - 
Irbid,1364017094,4117,1998321274,Liwa Bani Ubayid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24054,122,Women - Other affected Population,2014-07,1064,Impacted population this month,Individual,2014-07,North,Bani Obayd,Bani Obayd,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/07/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,1364017094,4117,1998321274,Liwa Bani Ubayid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24051,26,Syrian Men in Urban,2014-07,1064,Impacted population this month,Individual,2014-07,North,Bani Obayd,Bani Obayd,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/07/2014,Men,,,,Men,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24049,9,Syrian Boys in Urban,2014-06,1064,Impacted population this month,Individual,2014-06,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/06/2014,,,Boys,,Boys,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24049,79,Syrian Boys in Urban,2014-01,1064,Impacted population this month,Individual,2014-01,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/01/2014,,,Boys,,Boys,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24054,63,Women - Other affected Population,2014-05,1064,Impacted population this month,Individual,2014-05,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/05/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,511827686,4117,1785195411,Liwa al Wasatiyah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24054,122,Women - Other affected Population,2014-12,1064,Impacted population this month,Individual,2014-12,North,Al Wastiyya,Al Wastiyya,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months.,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/12/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,511827686,4117,1785195411,Liwa al Wasatiyah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,17,# of new dwelling units brought to the affordable housing market,2014-05,1064,RRP6 - Performance Indicators,#,2014-05,North,Al Wastiyya,Al Wastiyya,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months.,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/05/2014,,,,,,   Urban areas - 
Irbid,1617527118,4119,288028217,Irbid Governorate,146,LWF,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24062,26,Syrian Boys in Urban,2014-02,1064,Impacted population this month,Individual,2014-02,North,,,,,February:  21 households receive shelter/easy WASH upgrades.,Appeal outside of RRP6,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/02/2014,,,Boys,,Boys,   Urban areas - 
Irbid,1617527118,4119,288028217,Irbid Governorate,146,LWF,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24063,73,Syrian Women in Urban,2014-04,1064,Impacted population this month,Individual,2014-04,North,,,,,February:  21 households receive shelter/easy WASH upgrades.,Appeal outside of RRP6,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/04/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,1617527118,4119,288028217,Irbid Governorate,146,LWF,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24063,72,Syrian Women in Urban,2014-03,1064,Impacted population this month,Individual,2014-03,North,,,,,February:  21 households receive shelter/easy WASH upgrades.,Appeal outside of RRP6,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/03/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24054,55,Women - Other affected Population,2014-08,1064,Impacted population this month,Individual,2014-08,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/08/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,7,# of new dwelling units brought to the affordable housing market,2013-11,1064,RRP6 - Performance Indicators,#,2013-11,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/11/2013,,,,,,   Urban areas - 
