"","indic","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","indicatorName","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","men","girl","women","boy","Gender","SiteType","StartDate","poptype","indic2","X","Indicator"
"3857"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23823,3424,"Syrian Women in Camp- # receiving essential sanitary items","2014-04",1064,"RRP6 - Performance Indicators","Individual","2014-04","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","Women","","Women","Camp    - ","01/04/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3858"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23824,680,"Syrian Men in Camp- # receiving essential sanitary items","2015-01",1064,"RRP6 - Performance Indicators","Individual","2015-01","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","","","Men","Camp    - ","01/01/2015","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3859"," # receiving essential sanitary items","Irbid",991874566,4095,1693518418,"Liwa ar Ramtha",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23826,13,"Syrian Boys in Urban- # receiving essential sanitary items","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North","Ar Ramtha","Ar Ramtha",,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values  have been  determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers each to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs.  . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritization by beneficiaries of their own needs

Number of Hygiene kits distributed= number of WASH NFI vouchers given out. ","Direct appeal","None","Yes"," "," ","Other","Urban areas","1. Basic needs","NFI","1707","IRBID","1","North","","","","Boys","Boys","  OtherUrban areas - ","01/02/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3860"," # receiving essential sanitary items","Zarqa",414562337,4095,30880413,"Liwa al Hashimiyyah",436,"WVI","3. Essential sanitary items provided","NFI-1. Basic needs",23829,221,"Girls - Other affected Population- # receiving essential sanitary items","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","Central","Al-Hashimiya","Al-Hashimiya",,,"WVI distributed hygiene kits to 2191 beneficiaries in Hashemeya District. This project was funded by ECHO.","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Basic needs","NFI","1712","ZARQA","1","North","","Girls","","","Girls","   Urban areas - ","01/05/2014","other Affected"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3861"," # receiving essential sanitary items","Zarqa",1722371748,4095,1421634138,"Azraq Camp",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23823,863,"Syrian Women in Camp- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","Central","Zarqa Qasabah","Al Azraq","Azraq",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1712","ZARQA","1","North","Men","","Women","","Women","Camp    - ","01/10/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3862"," # receiving essential sanitary items","Zarqa",1722371748,4095,1421634138,"Azraq Camp",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23823,1936,"Syrian Women in Camp- # receiving essential sanitary items","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","Central","Zarqa Qasabah","Al Azraq","Azraq",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1712","ZARQA","1","North","Men","","Women","","Women","Camp    - ","01/07/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3863"," # receiving essential sanitary items","Zarqa",171644950,4095,1413109440,"Zarqa Governorate",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23827,120,"Syrian Women in Urban- # receiving essential sanitary items","2014-12",1064,"RRP6 - Performance Indicators","Individual","2014-12","Central",,,,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values have been determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs. . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritization by beneficiaries of their own needs

Number of Hygiene kits distributed= number of WASH NFI vouchers given out.","Direct appeal","None","Yes"," ","Informal Tented Settlement"," ","Urban areas","1. Basic needs","NFI","1712","ZARQA","1","North","Men","","Women","","Women"," Informal Tented Settlement Urban areas - ","01/12/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3864"," # receiving essential sanitary items","Mafraq",1005738122,4095,1048500186,"Mafraq Governorate",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23827,689,"Syrian Women in Urban- # receiving essential sanitary items","2014-04",1064,"RRP6 - Performance Indicators","Individual","2014-04","North",,,,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Items/voucher values will be determined based on standards agreed by the WASH/NFI Working Group. The voucher-based system is intended to optimise efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritisation by beneficiaries of their own needs.


Number of Hygiene kits distributed= number of WASH NFI vouchers given out. 
 
In October 126 WASH kits were given out to Syrian refugees living in informal settlements in Mafraq governerate. ","Direct appeal","None","Yes"," ","Informal Tented Settlement"," ","Urban areas","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","Women","","Women"," Informal Tented Settlement Urban areas - ","01/04/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3865"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23824,157,"Syrian Men in Camp- # receiving essential sanitary items","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","","","Men","Camp    - ","01/07/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3866"," # receiving essential sanitary items","Irbid",121381562,4095,1800720415,"Irbid City",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23827,228,"Syrian Women in Urban- # receiving essential sanitary items","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North","Qasabat Irbid","Qasabat Irbid",,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values  have been  determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers each to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs.  . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritization by beneficiaries of their own needs

Number of Hygiene kits distributed= number of WASH NFI vouchers given out. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1707","IRBID","1","North","Men","","Women","","Women","   Urban areas - ","01/02/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3867"," # receiving essential sanitary items","Zarqa",1722371748,4095,1421634138,"Azraq Camp",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23821,934,"Syrian Girls in Camp- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","Central","Zarqa Qasabah","Al Azraq","Azraq",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1712","ZARQA","1","North","","Girls","","","Girls","Camp    - ","01/10/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3868"," # receiving essential sanitary items","Amman",1160837907,4095,335621882,"Amman Governorate",7,"CARE","3. Essential sanitary items provided","NFI-1. Basic needs",23826,44,"Syrian Boys in Urban- # receiving essential sanitary items","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","Central",,,,,"CARE provided NFI kits to vulnerable Syrian refugee female-headed households. The kits consisted of basic sanitary items, including toothbrushes, soap, cleaning supplies, towels, shampoo, and other essential items. A total of 33 households received NFI kits.","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1705","AMMAN","2","Center","","","","Boys","Boys","   Urban areas - ","01/01/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3869"," # receiving essential sanitary items","Zarqa",414562337,4095,30880413,"Liwa al Hashimiyyah",436,"WVI","3. Essential sanitary items provided","NFI-1. Basic needs",23826,389,"Syrian Boys in Urban- # receiving essential sanitary items","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","Central","Al-Hashimiya","Al-Hashimiya",,,"WVI distributed hygiene kits to 2191 beneficiaries in Hashemeya District. This project was funded by ECHO.","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Basic needs","NFI","1712","ZARQA","1","North","","","","Boys","Boys","   Urban areas - ","01/05/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3870"," # receiving essential sanitary items","Jarash",1830874604,4095,591493909,"Liwa Qasabat Jarash",773,"ICMC","3. Essential sanitary items provided","NFI-1. Basic needs",23825,11,"Syrian Girls in Urban- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","North","Qasabat Jarash","Jarash",,,"ICMC provides baby hygiene packages to vulnerable Syrians and Jordanians. Each kit contains supplies for 4 months. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1708","JARASH","1","North","","Girls","","","Girls","   Urban areas - ","01/10/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3871"," # receiving essential sanitary items","Mafraq",1302108554,4095,637337121,"Zaatari Camp (all district)",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23821,26300,"Syrian Girls in Camp- # receiving essential sanitary items","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"WASH NFIs secured through umbrella of ACTED-UNICEF partnership in Jordan under which:
a.	100% of camp residents receive 250g soap on a monthly basis in targeted districts in Za’atari camp and in CC and KAP 
b.	100% of camp residents receive personal hygiene kits in targeted districts in Za’atari camp and in CC and KAP demonstrating appropriate usage. 
c.	75% of families in the camp report using soap for hand washing and bathing 
","Direct appeal","None","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls","Camp    - ","01/05/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3872"," # receiving essential sanitary items","Mafraq",706351907,4095,824351350,"Zaatari District 1",436,"WVI","3. Essential sanitary items provided","NFI-1. Basic needs",23821,3583,"Syrian Girls in Camp- # receiving essential sanitary items","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 1","WVI is distributing a monthly ration of diapers for all children in Zataari Camp aged between 0-24 months. The distribution is on going for the months of February, March, May, June and July 2014. This project was funded by DEC.  ","Appeal outside of RRP6","None","No","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls","Camp    - ","01/03/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3873"," # receiving essential sanitary items","Zarqa",1722371748,4095,1421634138,"Azraq Camp",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23823,1353,"Syrian Women in Camp- # receiving essential sanitary items","2014-11",1064,"RRP6 - Performance Indicators","Individual","2014-11","Central","Zarqa Qasabah","Al Azraq","Azraq",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1712","ZARQA","1","North","Men","","Women","","Women","Camp    - ","01/11/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3874"," # receiving essential sanitary items","Irbid",1329557921,4095,288028217,"Irbid Governorate",773,"ICMC","3. Essential sanitary items provided","NFI-1. Basic needs",23827,50,"Syrian Women in Urban- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","North",,,,,"Vulnerable Syrian and host community mothers are provided with a baby hygiene package including diapers and hygienic supplies for four months.","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Basic needs","NFI","1707","IRBID","1","North","Men","","Women","","Women","   Urban areas - ","01/10/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3875"," # receiving essential sanitary items","Zarqa",171644950,4095,1413109440,"Zarqa Governorate",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23826,166,"Syrian Boys in Urban- # receiving essential sanitary items","2014-12",1064,"RRP6 - Performance Indicators","Individual","2014-12","Central",,,,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values have been determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs. . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritization by beneficiaries of their own needs

Number of Hygiene kits distributed= number of WASH NFI vouchers given out.","Direct appeal","None","Yes"," ","Informal Tented Settlement"," ","Urban areas","1. Basic needs","NFI","1712","ZARQA","1","North","","","","Boys","Boys"," Informal Tented Settlement Urban areas - ","01/12/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3876"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23821,2465,"Syrian Girls in Camp- # receiving essential sanitary items","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls","Camp    - ","01/05/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3877"," # receiving essential sanitary items","Irbid",121381562,4095,1800720415,"Irbid City",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23831,18,"Women - Other affected Population- # receiving essential sanitary items","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North","Qasabat Irbid","Qasabat Irbid",,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values  have been  determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers each to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs.  . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritization by beneficiaries of their own needs

Number of Hygiene kits distributed= number of WASH NFI vouchers given out. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1707","IRBID","1","North","Men","","Women","","Women","   Urban areas - ","01/03/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3878"," # receiving essential sanitary items","Irbid",865375059,4095,288028217,"Irbid Governorate",146,"LWF","3. Essential sanitary items provided","NFI-1. Basic needs",23826,1046,"Syrian Boys in Urban- # receiving essential sanitary items","2014-09",1064,"RRP6 - Performance Indicators","Individual","2014-09","North",,,,,"","Appeal outside of RRP6","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/09/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3879"," # receiving essential sanitary items","Mafraq",1005738122,4095,1048500186,"Mafraq Governorate",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23831,181,"Women - Other affected Population- # receiving essential sanitary items","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North",,,,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Items/voucher values will be determined based on standards agreed by the WASH/NFI Working Group. The voucher-based system is intended to optimise efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritisation by beneficiaries of their own needs.


Number of Hygiene kits distributed= number of WASH NFI vouchers given out. 
 
In October 126 WASH kits were given out to Syrian refugees living in informal settlements in Mafraq governerate. ","Direct appeal","None","Yes"," ","Informal Tented Settlement"," ","Urban areas","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","Women","","Women"," Informal Tented Settlement Urban areas - ","01/02/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3880"," # receiving essential sanitary items","Irbid",991874566,4095,1693518418,"Liwa ar Ramtha",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23831,364,"Women - Other affected Population- # receiving essential sanitary items","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North","Ar Ramtha","Ar Ramtha",,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values  have been  determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers each to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs.  . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritization by beneficiaries of their own needs

Number of Hygiene kits distributed= number of WASH NFI vouchers given out. ","Direct appeal","None","Yes"," "," ","Other","Urban areas","1. Basic needs","NFI","1707","IRBID","1","North","Men","","Women","","Women","  OtherUrban areas - ","01/02/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3881"," # receiving essential sanitary items","Madaba",996241135,4095,697180016,"Madaba Governorate",773,"ICMC","3. Essential sanitary items provided","NFI-1. Basic needs",23827,7,"Syrian Women in Urban- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","Central",,,,,"Vulnerable Syrian and host community mothers are provided with a baby hygiene package including diapers and hygienic supplies for four months.","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Basic needs","NFI","1710","MADABA","2","Center","Men","","Women","","Women","   Urban areas - ","01/10/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3882"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23821,332,"Syrian Girls in Camp- # receiving essential sanitary items","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls","Camp    - ","01/06/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3883"," # receiving essential sanitary items","Amman",1160837907,4095,335621882,"Amman Governorate",7,"CARE","3. Essential sanitary items provided","NFI-1. Basic needs",23825,42,"Syrian Girls in Urban- # receiving essential sanitary items","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","Central",,,,,"CARE provided NFI kits to vulnerable Syrian refugee female-headed households. The kits consisted of basic sanitary items, including toothbrushes, soap, cleaning supplies, towels, shampoo, and other essential items. A total of 33 households received NFI kits.","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/01/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3884"," # receiving essential sanitary items","Irbid",121381562,4095,1800720415,"Irbid City",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23826,234,"Syrian Boys in Urban- # receiving essential sanitary items","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North","Qasabat Irbid","Qasabat Irbid",,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values  have been  determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers each to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs.  . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritization by beneficiaries of their own needs

Number of Hygiene kits distributed= number of WASH NFI vouchers given out. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/02/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3885"," # receiving essential sanitary items","Irbid",121381562,4095,1800720415,"Irbid City",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23831,8,"Women - Other affected Population- # receiving essential sanitary items","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North","Qasabat Irbid","Qasabat Irbid",,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values  have been  determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers each to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs.  . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritization by beneficiaries of their own needs

Number of Hygiene kits distributed= number of WASH NFI vouchers given out. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1707","IRBID","1","North","Men","","Women","","Women","   Urban areas - ","01/02/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3886"," # receiving essential sanitary items","Mafraq",1302108554,4095,637337121,"Zaatari Camp (all district)",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23823,25700,"Syrian Women in Camp- # receiving essential sanitary items","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"WASH NFIs secured through umbrella of ACTED-UNICEF partnership in Jordan under which:
a.	100% of camp residents receive 250g soap on a monthly basis in targeted districts in Za’atari camp and in CC and KAP 
b.	100% of camp residents receive personal hygiene kits in targeted districts in Za’atari camp and in CC and KAP demonstrating appropriate usage. 
c.	75% of families in the camp report using soap for hand washing and bathing 
","Direct appeal","None","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","Women","","Women","Camp    - ","01/03/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3887"," # receiving essential sanitary items","Irbid",1329557921,4095,288028217,"Irbid Governorate",773,"ICMC","3. Essential sanitary items provided","NFI-1. Basic needs",23827,2,"Syrian Women in Urban- # receiving essential sanitary items","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North",,,,,"Vulnerable Syrian and host community mothers are provided with a baby hygiene package including diapers and hygienic supplies for four months.","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Basic needs","NFI","1707","IRBID","1","North","Men","","Women","","Women","   Urban areas - ","01/05/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3888"," # receiving essential sanitary items","Zarqa",1722371748,4095,1421634138,"Azraq Camp",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23823,2111,"Syrian Women in Camp- # receiving essential sanitary items","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","Central","Zarqa Qasabah","Al Azraq","Azraq",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1712","ZARQA","1","North","Men","","Women","","Women","Camp    - ","01/08/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3889"," # receiving essential sanitary items","Irbid",1329557921,4095,288028217,"Irbid Governorate",773,"ICMC","3. Essential sanitary items provided","NFI-1. Basic needs",23826,60,"Syrian Boys in Urban- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","North",,,,,"Vulnerable Syrian and host community mothers are provided with a baby hygiene package including diapers and hygienic supplies for four months.","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Basic needs","NFI","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/10/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3890"," # receiving essential sanitary items","Madaba",996241135,4095,697180016,"Madaba Governorate",773,"ICMC","3. Essential sanitary items provided","NFI-1. Basic needs",23826,8,"Syrian Boys in Urban- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","Central",,,,,"Vulnerable Syrian and host community mothers are provided with a baby hygiene package including diapers and hygienic supplies for four months.","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Basic needs","NFI","1710","MADABA","2","Center","","","","Boys","Boys","   Urban areas - ","01/10/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3891"," # receiving essential sanitary items","Zarqa",1722371748,4095,1421634138,"Azraq Camp",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23824,1897,"Syrian Men in Camp- # receiving essential sanitary items","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","Central","Zarqa Qasabah","Al Azraq","Azraq",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1712","ZARQA","1","North","Men","","","","Men","Camp    - ","01/08/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3892"," # receiving essential sanitary items","Zarqa",171644950,4095,1413109440,"Zarqa Governorate",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23829,17,"Girls - Other affected Population- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","Central",,,,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values have been determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs. . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritization by beneficiaries of their own needs

Number of Hygiene kits distributed= number of WASH NFI vouchers given out.","Direct appeal","None","Yes"," ","Informal Tented Settlement"," ","Urban areas","1. Basic needs","NFI","1712","ZARQA","1","North","","Girls","","","Girls"," Informal Tented Settlement Urban areas - ","01/10/2014","other Affected"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
