"","sector","StartDate","Category","activity","Indicator","Indicator2","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"5156","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","AzraqCamp","Girls","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",2,"# of benef","Azraq Camp","North","Camp"
"5157","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","AzraqCamp","Girls","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",1,"# of benef","Azraq Camp","North","Camp"
"5158","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Girls","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1707",2,"# of benef","King Abdullah Park Refugee Center","North","Camp"
"5159","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","ZARQA","Girls","TDH","Camp    - ","Indirect appeal","UNICEF","Yes","1","1712",1,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5160","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","MAFRAQ","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",1,"# of benef","Mafraq Governorate","North","Host Community"
"5161","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","ZARQA","Girls","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1712",3,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5162","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Urban/Rural Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","BALQA","Girls","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1702",2,"# of benef","Liwa Dayr Alla","Center","Urban"
"5163","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","AMMAN","Boys","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",3,"# of benef","Amman Governorate","Center","Host Community"
"5164","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Girls","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1707",4,"# of benef","Cyber City Refugee Center","North","Camp"
"5165","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Girls","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1707",6,"# of benef","Irbid Governorate","North","Host Community"
"5166","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Boys","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1707",3,"# of benef","Cyber City Refugee Center","North","Camp"
"5167","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1707",1,"# of benef","Irbid Governorate","North","Host Community"
"5168","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","ZARQA","Boys","TDH","Camp    - ","Indirect appeal","UNICEF","Yes","1","1712",2,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5169","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Urban/Rural Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","AMMAN","Boys","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",5,"# of benef","Amman Governorate","Center","Urban"
"5170","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Girls","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1707",2,"# of benef","Cyber City Refugee Center","North","Camp"
"5171","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","ZaatariCamp","Boys","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",4,"# of benef","Zaatari Camp (all district)","North","Camp"
"5172","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","ZARQA","Girls","TDH","Camp    - ","Indirect appeal","UNICEF","Yes","1","1712",2,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5173","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","ZaatariCamp","Girls","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",5,"# of benef","Zaatari Camp (all district)","North","Camp"
"5174","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","ZaatariCamp","Boys","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",5,"# of benef","Zaatari Camp (all district)","North","Camp"
"5175","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","AzraqCamp","Boys","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",2,"# of benef","Azraq Camp","North","Camp"
"5176","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","ZARQA","Boys","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",1,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5177","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Girls","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1707",1,"# of benef","King Abdullah Park Refugee Center","North","Camp"
"5178","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","BALQA","Girls","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1702",1,"# of benef","Liwa Dayr Alla","Center","Host Community"
"5179","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Girls","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1707",5,"# of benef","Irbid Governorate","North","Host Community"
"5180","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1707",3,"# of benef","Irbid Governorate","North","Host Community"
"5181","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Urban/Rural Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","AMMAN","Boys","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",3,"# of benef","Amman Governorate","Center","Urban"
"5182","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Boys","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1707",1,"# of benef","Cyber City Refugee Center","North","Camp"
"5183","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","BALQA","Boys","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1702",1,"# of benef","Liwa Dayr Alla","Center","Host Community"
"5184","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Boys","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1707",8,"# of benef","King Abdullah Park Refugee Center","North","Camp"
"5185","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","ZARQA","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",1,"# of benef","Zarqa Governorate","North","Host Community"
"5186","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","ZaatariCamp","Girls","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",1,"# of benef","Zaatari Camp (all district)","North","Camp"
"5187","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","ZARQA","Boys","TDH","Camp    - ","Indirect appeal","UNICEF","Yes","1","1712",3,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5188","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","ZaatariCamp","Boys","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",26,"# of benef","Zaatari Camp (all district)","North","Camp"
"5189","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Urban/Rural Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","AMMAN","Girls","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",1,"# of benef","Amman Governorate","Center","Urban"
"5190","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","AMMAN","Girls","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",3,"# of benef","Amman Governorate","Center","Host Community"
"5191","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","AzraqCamp","Boys","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",3,"# of benef","Azraq Camp","North","Camp"
"5192","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","ZaatariCamp","Boys","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",2,"# of benef","Zaatari Camp (all district)","North","Camp"
"5193","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Urban/Rural Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Boys","UNHCR","CampInformal Tented Settlement Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",1,"# of benef","Irbid Governorate","North","Urban"
"5194","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Urban/Rural Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","AMMAN","Girls","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",2,"# of benef","Amman Governorate","Center","Urban"
"5195","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","ZARQA","Girls","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",1,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5196","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","AMMAN","Boys","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",5,"# of benef","Amman Governorate","Center","Host Community"
"5197","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","ZARQA","Girls","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",3,"# of benef","Zarqa Governorate","North","Host Community"
"5198","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","ZARQA","Boys","TDH","Camp    - ","Indirect appeal","UNICEF","Yes","1","1712",4,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5199","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","MAFRAQ","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",1,"# of benef","Mafraq Governorate","North","Host Community"
"5200","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","ZaatariCamp","Girls","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",2,"# of benef","Zaatari Camp (all district)","North","Camp"
"5201","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","ZaatariCamp","Girls","NHF-IFH","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",22,"# of benef","Zaatari Camp (all district)","North","Camp"
"5202","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Urban/Rural Syrian Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Girls","UNHCR","CampInformal Tented Settlement Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",3,"# of benef","Irbid Governorate","North","Urban"
"5203","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","IRBID","Girls","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1707",2,"# of benef","Irbid Governorate","North","Host Community"
"5204","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","ZaatariCamp","Boys","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",2,"# of benef","Zaatari Camp (all district)","North","Camp"
"5205","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Boys (Age 0-17) # children with disabilities provided with multi-sectoral services","MAFRAQ","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",1,"# of benef","Mafraq Governorate","North","Host Community"
"5206","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# children with disabilities provided with multi-sectoral services","Host Community Girls (Age 0-17) # children with disabilities provided with multi-sectoral services","AMMAN","Girls","NHF-IFH","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",14,"# of benef","Amman Governorate","Center","Host Community"
"5207","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZaatariCamp","Girls","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",14,"# of benef","Zaatari Camp (all district)","North","Camp"
"5208","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Urban/Rural Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","AMMAN","Girls","UNHCR"," Informal Tented SettlementOther[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",2,"# of benef","Amman Governorate","Center","Urban"
"5209","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZARQA","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",2,"# of benef","Zarqa Governorate","North","Host Community"
"5210","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","IRBID","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1707",1,"# of benef","Irbid Governorate","North","Host Community"
"5211","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZaatariCamp","Boys","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",20,"# of benef","Zaatari Camp (all district)","North","Camp"
"5212","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZaatariCamp","Boys","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",26,"# of benef","Zaatari Camp (all district)","North","Camp"
"5213","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Urban/Rural Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","AMMAN","Girls","UNHCR"," Informal Tented SettlementOther[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",2,"# of benef","Amman Governorate","Center","Urban"
"5214","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZaatariCamp","Girls","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",11,"# of benef","Zaatari Camp (all district)","North","Camp"
"5215","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","MAFRAQ","Girls","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",2,"# of benef","Mafraq Governorate","North","Host Community"
"5216","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZARQA","Boys","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",3,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5217","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZaatariCamp","Boys","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",9,"# of benef","Zaatari Camp (all district)","North","Camp"
"5218","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZaatariCamp","Boys","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",12,"# of benef","Zaatari Camp (all district)","North","Camp"
"5219","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZARQA","Girls","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",2,"# of benef","Zarqa Governorate","North","Host Community"
"5220","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","AzraqCamp","Girls","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",40,"# of benef","Azraq Camp","North","Camp"
"5221","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZARQA","Boys","TDH","Camp    - ","Indirect appeal","UNICEF","Yes","1","1712",2,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5222","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","MAFRAQ","Girls","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",7,"# of benef","Mafraq Governorate","North","Host Community"
"5223","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZARQA","Girls","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",1,"# of benef","Zarqa Governorate","North","Host Community"
"5224","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","IRBID","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1707",1,"# of benef","Irbid Governorate","North","Host Community"
"5225","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","IRBID","Girls","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1707",1,"# of benef","Irbid Governorate","North","Host Community"
"5226","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZaatariCamp","Boys","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",18,"# of benef","Zaatari Camp (all district)","North","Camp"
"5227","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZARQA","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",5,"# of benef","Zarqa Governorate","North","Host Community"
"5228","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZaatariCamp","Girls","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",36,"# of benef","Zaatari Camp (all district)","North","Camp"
"5229","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","AzraqCamp","Boys","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",19,"# of benef","Azraq Camp","North","Camp"
"5230","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","AzraqCamp","Girls","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",40,"# of benef","Azraq Camp","North","Camp"
