"","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","Indicator","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","StartDate","men","women","boy","girl","Gender","SiteType"
"11443","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,593,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-04",1064,"Unconditional Cash Assistance","Individual","2014-04","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","","","Boys","","Boys","   Urban areas - "
"11444","Irbid",2092216824,4050,1800720415,"Irbid City",16,"IRC","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23471,404,"Total Amount distributed this month in USD","2014-04",1064,"RRP6 - Performance Indicators","JOD","2014-04","North","Qasabat Irbid","Qasabat Irbid",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","","","","","","   Urban areas - "
"11445","Irbid",1483856069,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,65,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-10",1064,"Unconditional Cash Assistance","Individual","2014-10","North",,,,,"ECHO NE","Direct appeal","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/10/2014","","","Boys","","Boys","   Urban areas - "
"11446","Irbid",1483856069,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23503,4,"Girls - Other affected Population - # of individuals assisted - Unconditional","2014-08",1064,"Unconditional Cash Assistance","Individual","2014-08","North",,,,,"ECHO NE","Direct appeal","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/08/2014","","","","Girls","Girls","   Urban areas - "
"11464","Irbid",1756400319,4052,288028217,"Irbid Governorate",1531,"IFRC/SRC ","3. Provision of seasonal assistance","CASH-1. Need Coverage",23510,53760,"Total Amount distributed this month","2014-01",1064,"RRP6 - Performance Indicators","JOD","2014-01","North",,,,,"target: 760 families / 3'800 individuals
duration: 3 months (jan-march)
level of assistance : 70JOD","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/01/2014","","","","","","   Urban areas - "
"11466","Irbid",1756400319,4052,288028217,"Irbid Governorate",1531,"IFRC/SRC ","3. Provision of seasonal assistance","CASH-1. Need Coverage",23519,974,"Syrian Girls in Urban - # of individuals assisted-  full winterization cash","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North",,,,,"target: 760 families / 3'800 individuals
duration: 3 months (jan-march)
level of assistance : 70JOD","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/02/2014","","","","Girls","Girls","   Urban areas - "
"11472","Irbid",1756400319,4052,288028217,"Irbid Governorate",1531,"IFRC/SRC ","3. Provision of seasonal assistance","CASH-1. Need Coverage",23510,53830,"Total Amount distributed this month","2014-03",1064,"RRP6 - Performance Indicators","JOD","2014-03","North",,,,,"target: 760 families / 3'800 individuals
duration: 3 months (jan-march)
level of assistance : 70JOD","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/03/2014","","","","","","   Urban areas - "
"11473","Irbid",1756400319,4052,288028217,"Irbid Governorate",1531,"IFRC/SRC ","3. Provision of seasonal assistance","CASH-1. Need Coverage",23525,826,"Syrian Men in Urban - # of individuals assisted-  full winterization cash","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"target: 760 families / 3'800 individuals
duration: 3 months (jan-march)
level of assistance : 70JOD","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/03/2014","Men","","","","Men","   Urban areas - "
"11474","Irbid",1756400319,4052,288028217,"Irbid Governorate",1531,"IFRC/SRC ","3. Provision of seasonal assistance","CASH-1. Need Coverage",23523,974,"Syrian Women in Urban - # of individuals assisted-  full winterization cash","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North",,,,,"target: 760 families / 3'800 individuals
duration: 3 months (jan-march)
level of assistance : 70JOD","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/02/2014","Men","Women","","","WomenMen","   Urban areas - "
"11475","Irbid",1756400319,4052,288028217,"Irbid Governorate",1531,"IFRC/SRC ","3. Provision of seasonal assistance","CASH-1. Need Coverage",23523,974,"Syrian Women in Urban - # of individuals assisted-  full winterization cash","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North",,,,,"target: 760 families / 3'800 individuals
duration: 3 months (jan-march)
level of assistance : 70JOD","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/01/2014","Men","Women","","","WomenMen","   Urban areas - "
"11476","Irbid",1756400319,4052,288028217,"Irbid Governorate",1531,"IFRC/SRC ","3. Provision of seasonal assistance","CASH-1. Need Coverage",23519,974,"Syrian Girls in Urban - # of individuals assisted-  full winterization cash","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"target: 760 families / 3'800 individuals
duration: 3 months (jan-march)
level of assistance : 70JOD","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/03/2014","","","","Girls","Girls","   Urban areas - "
"11477","Irbid",1483856069,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,69,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-07",1064,"Unconditional Cash Assistance","Individual","2014-07","North",,,,,"ECHO NE","Direct appeal","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/07/2014","","","Boys","","Boys","   Urban areas - "
"11491","Irbid",1762487932,4050,288028217,"Irbid Governorate",7,"CARE","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23471,2825,"Total Amount distributed this month in USD","2014-06",1064,"RRP6 - Performance Indicators","JOD","2014-06","North",,,,,"CARE provided urgent cash assistance to vulnerable Syrian refugee and host community men, women, boys, and girls. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/06/2014","","","","","","   Urban areas - "
"11492","Irbid",1483856069,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,69,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-08",1064,"Unconditional Cash Assistance","Individual","2014-08","North",,,,,"ECHO NE","Direct appeal","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/08/2014","","","Boys","","Boys","   Urban areas - "
"11493","Irbid",1762487932,4050,288028217,"Irbid Governorate",7,"CARE","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23471,427345,"Total Amount distributed this month in USD","2014-04",1064,"RRP6 - Performance Indicators","JOD","2014-04","North",,,,,"CARE provided urgent cash assistance to vulnerable Syrian refugee and host community men, women, boys, and girls. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","","","","","","   Urban areas - "
"11494","Irbid",1762487932,4050,288028217,"Irbid Governorate",7,"CARE","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23481,168,"Boys - Other affected Population","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North",,,,,"CARE provided urgent cash assistance to vulnerable Syrian refugee and host community men, women, boys, and girls. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/01/2014","","","Boys","","Boys","   Urban areas - "
"11501","Irbid",1762487932,4050,288028217,"Irbid Governorate",7,"CARE","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23479,397,"Syrian Men in Urban","2014-09",1064,"RRP6 - Performance Indicators","Individual","2014-09","North",,,,,"CARE provided urgent cash assistance to vulnerable Syrian refugee and host community men, women, boys, and girls. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","Men","","","","Men","   Urban areas - "
"11502","Irbid",1762487932,4050,288028217,"Irbid Governorate",7,"CARE","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23477,11,"Syrian Boys in Urban","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","North",,,,,"CARE provided urgent cash assistance to vulnerable Syrian refugee and host community men, women, boys, and girls. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/07/2014","","","Boys","","Boys","   Urban areas - "
"11506","Irbid",1762487932,4050,288028217,"Irbid Governorate",7,"CARE","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23471,78234,"Total Amount distributed this month in USD","2014-08",1064,"RRP6 - Performance Indicators","JOD","2014-08","North",,,,,"CARE provided urgent cash assistance to vulnerable Syrian refugee and host community men, women, boys, and girls. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/08/2014","","","","","","   Urban areas - "
"11507","Irbid",1618225901,4051,1693518418,"Liwa ar Ramtha",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23499,1,"Syrian Women in Urban - # of individuals assisted - Unconditional","2014-09",1064,"Unconditional Cash Assistance","Individual","2014-09","North","Ar Ramtha","Ar Ramtha",,,"SC ITALY","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","Men","Women","","","WomenMen","   Urban areas - "
"11508","Irbid",1618225901,4051,1693518418,"Liwa ar Ramtha",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,1,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-09",1064,"Unconditional Cash Assistance","Individual","2014-09","North","Ar Ramtha","Ar Ramtha",,,"SC ITALY","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","","","","Girls","Girls","   Urban areas - "
"11509","Irbid",1618225901,4051,1693518418,"Liwa ar Ramtha",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23501,1,"Syrian Men in Urban - # of individuals assisted - Unconditional","2014-08",1064,"Unconditional Cash Assistance","Individual","2014-08","North","Ar Ramtha","Ar Ramtha",,,"SC ITALY","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/08/2014","Men","","","","Men","   Urban areas - "
"11510","Irbid",1618225901,4051,1693518418,"Liwa ar Ramtha",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23484,75,"Unconditional -Total Amount distributed this month in USD","2014-11",1064,"Unconditional Cash Assistance","JOD","2014-11","North","Ar Ramtha","Ar Ramtha",,,"SC ITALY","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/11/2014","","","","","","   Urban areas - "
"11511","Irbid",1618225901,4051,1693518418,"Liwa ar Ramtha",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,1,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-07",1064,"Unconditional Cash Assistance","Individual","2014-07","North","Ar Ramtha","Ar Ramtha",,,"SC ITALY","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/07/2014","","","","Girls","Girls","   Urban areas - "
"11512","Irbid",1618225901,4051,1693518418,"Liwa ar Ramtha",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23484,75,"Unconditional -Total Amount distributed this month in USD","2014-12",1064,"Unconditional Cash Assistance","JOD","2014-12","North","Ar Ramtha","Ar Ramtha",,,"SC ITALY","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/12/2014","","","","","","   Urban areas - "
"11520","Irbid",1388580714,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23505,124,"Boys - Other affected Population - # of individuals assisted - Unconditional","2014-05",1064,"Unconditional Cash Assistance","Individual","2014-05","North",,,,,"DFTII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/05/2014","","","Boys","","Boys","   Urban areas - "
"11522","Irbid",1618225901,4051,1693518418,"Liwa ar Ramtha",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23484,150,"Unconditional -Total Amount distributed this month in USD","2014-07",1064,"Unconditional Cash Assistance","JOD","2014-07","North","Ar Ramtha","Ar Ramtha",,,"SC ITALY","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/07/2014","","","","","","   Urban areas - "
"11534","Irbid",2056882931,4051,288028217,"Irbid Governorate",1531,"IFRC/SRC ","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,974,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-02",1064,"Unconditional Cash Assistance","Individual","2014-02","North",,,,,"target: 760 families/3'800 individuals
periodicity: 3 months 
level of assistance: 100 (50/100/120)","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/02/2014","","","","Girls","Girls","   Urban areas - "
"11539","Irbid",664347688,4051,1800720415,"Irbid City",16,"IRC","2. Provision of regular cash assistance","CASH-1. Need Coverage",23505,8,"Boys - Other affected Population - # of individuals assisted - Unconditional","2014-11",1064,"Unconditional Cash Assistance","Individual","2014-11","North","Qasabat Irbid","Qasabat Irbid",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/11/2014","","","Boys","","Boys","   Urban areas - "
"11540","Irbid",664347688,4051,1800720415,"Irbid City",16,"IRC","2. Provision of regular cash assistance","CASH-1. Need Coverage",23501,30,"Syrian Men in Urban - # of individuals assisted - Unconditional","2014-12",1064,"Unconditional Cash Assistance","Individual","2014-12","North","Qasabat Irbid","Qasabat Irbid",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/12/2014","Men","","","","Men","   Urban areas - "
"11556","Irbid",1762487932,4050,288028217,"Irbid Governorate",7,"CARE","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23478,2519,"Syrian Women in Urban","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North",,,,,"CARE provided urgent cash assistance to vulnerable Syrian refugee and host community men, women, boys, and girls. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/05/2014","Men","Women","","","WomenMen","   Urban areas - "
"11557","Irbid",1762487932,4050,288028217,"Irbid Governorate",7,"CARE","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23483,216,"Men - Other affected Population","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North",,,,,"CARE provided urgent cash assistance to vulnerable Syrian refugee and host community men, women, boys, and girls. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/05/2014","Men","","","","Men","   Urban areas - "
"11558","Irbid",1762487932,4050,288028217,"Irbid Governorate",7,"CARE","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23480,162,"Girls - Other affected Population","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North",,,,,"CARE provided urgent cash assistance to vulnerable Syrian refugee and host community men, women, boys, and girls. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/01/2014","","","","Girls","Girls","   Urban areas - "
"11559","Irbid",1762487932,4050,288028217,"Irbid Governorate",7,"CARE","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23481,335,"Boys - Other affected Population","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","North",,,,,"CARE provided urgent cash assistance to vulnerable Syrian refugee and host community men, women, boys, and girls. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/08/2014","","","Boys","","Boys","   Urban areas - "
"11560","Irbid",1762487932,4050,288028217,"Irbid Governorate",7,"CARE","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23482,139,"Women - Other affected Population","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North",,,,,"CARE provided urgent cash assistance to vulnerable Syrian refugee and host community men, women, boys, and girls. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/02/2014","Men","Women","","","WomenMen","   Urban areas - "
"11561","Irbid",1762487932,4050,288028217,"Irbid Governorate",7,"CARE","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23478,592,"Syrian Women in Urban","2014-12",1064,"RRP6 - Performance Indicators","Individual","2014-12","North",,,,,"CARE provided urgent cash assistance to vulnerable Syrian refugee and host community men, women, boys, and girls. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/12/2014","Men","Women","","","WomenMen","   Urban areas - "
"11562","Irbid",1762487932,4050,288028217,"Irbid Governorate",7,"CARE","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23478,1056,"Syrian Women in Urban","2014-11",1064,"RRP6 - Performance Indicators","Individual","2014-11","North",,,,,"CARE provided urgent cash assistance to vulnerable Syrian refugee and host community men, women, boys, and girls. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/11/2014","Men","Women","","","WomenMen","   Urban areas - "
"11594","Irbid",1664504775,4051,288028217,"Irbid Governorate",311,"HI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,368,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-07",1064,"Unconditional Cash Assistance","Individual","2014-07","North",,,,,"Provision of Regular Cash Assistance during  3 months (3*130 JD). For 70% of the beneficiaries the regular cash assistance will sum to the provision of the Winter assistance (280 JD) to the identified most vulnerable Syrian Refugees and their households to cover their basic needs. 

Information related to Women, Men, Boys and Girls individuals are based on percentages estimations provided by the UNHCR. Actual information will be available further on and data will be updated accordingly ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/07/2014","","","","Girls","Girls","   Urban areas - "
"11596","Irbid",1664504775,4051,288028217,"Irbid Governorate",311,"HI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23484,43810,"Unconditional -Total Amount distributed this month in USD","2014-08",1064,"Unconditional Cash Assistance","JOD","2014-08","North",,,,,"Provision of Regular Cash Assistance during  3 months (3*130 JD). For 70% of the beneficiaries the regular cash assistance will sum to the provision of the Winter assistance (280 JD) to the identified most vulnerable Syrian Refugees and their households to cover their basic needs. 

Information related to Women, Men, Boys and Girls individuals are based on percentages estimations provided by the UNHCR. Actual information will be available further on and data will be updated accordingly ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/08/2014","","","","","","   Urban areas - "
"11598","Irbid",1664504775,4051,288028217,"Irbid Governorate",311,"HI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,393,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-02",1064,"Unconditional Cash Assistance","Individual","2014-02","North",,,,,"Provision of Regular Cash Assistance during  3 months (3*130 JD). For 70% of the beneficiaries the regular cash assistance will sum to the provision of the Winter assistance (280 JD) to the identified most vulnerable Syrian Refugees and their households to cover their basic needs. 

Information related to Women, Men, Boys and Girls individuals are based on percentages estimations provided by the UNHCR. Actual information will be available further on and data will be updated accordingly ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/02/2014","","","Boys","","Boys","   Urban areas - "
"11614","Irbid",1388580714,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23501,172,"Syrian Men in Urban - # of individuals assisted - Unconditional","2014-05",1064,"Unconditional Cash Assistance","Individual","2014-05","North",,,,,"DFTII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/05/2014","Men","","","","Men","   Urban areas - "
"11616","Irbid",1388580714,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23501,172,"Syrian Men in Urban - # of individuals assisted - Unconditional","2014-04",1064,"Unconditional Cash Assistance","Individual","2014-04","North",,,,,"DFTII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","Men","","","","Men","   Urban areas - "
"11617","Irbid",1388580714,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23484,12500,"Unconditional -Total Amount distributed this month in USD","2014-04",1064,"Unconditional Cash Assistance","JOD","2014-04","North",,,,,"DFTII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","","","","","","   Urban areas - "
"11618","Irbid",1388580714,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23501,346,"Syrian Men in Urban - # of individuals assisted - Unconditional","2014-03",1064,"Unconditional Cash Assistance","Individual","2014-03","North",,,,,"DFTII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/03/2014","Men","","","","Men","   Urban areas - "
"11619","Irbid",1388580714,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23499,182,"Syrian Women in Urban - # of individuals assisted - Unconditional","2014-04",1064,"Unconditional Cash Assistance","Individual","2014-04","North",,,,,"DFTII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","Men","Women","","","WomenMen","   Urban areas - "
"11620","Irbid",1388580714,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,192,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-04",1064,"Unconditional Cash Assistance","Individual","2014-04","North",,,,,"DFTII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","","","Boys","","Boys","   Urban areas - "
"11626","Irbid",1618225901,4051,1693518418,"Liwa ar Ramtha",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23484,75,"Unconditional -Total Amount distributed this month in USD","2014-09",1064,"Unconditional Cash Assistance","JOD","2014-09","North","Ar Ramtha","Ar Ramtha",,,"SC ITALY","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","","","","","","   Urban areas - "
"11634","Irbid",1388580714,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,406,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-03",1064,"Unconditional Cash Assistance","Individual","2014-03","North",,,,,"DFTII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/03/2014","","","","Girls","Girls","   Urban areas - "
"11635","Irbid",1388580714,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23505,124,"Boys - Other affected Population - # of individuals assisted - Unconditional","2014-04",1064,"Unconditional Cash Assistance","Individual","2014-04","North",,,,,"DFTII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","","","Boys","","Boys","   Urban areas - "
"11636","Irbid",1388580714,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23507,148,"Women - Other affected Population - # of individuals assisted - Unconditional","2014-04",1064,"Unconditional Cash Assistance","Individual","2014-04","North",,,,,"DFTII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","Men","Women","","","WomenMen","   Urban areas - "
"11637","Irbid",1849718293,4051,288028217,"Irbid Governorate",42,"JRS","2. Provision of regular cash assistance","CASH-1. Need Coverage",23484,3805,"Unconditional -Total Amount distributed this month in USD","2014-01",1064,"Unconditional Cash Assistance","JOD","2014-01","North",,,,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/01/2014","","","","","","   Urban areas - "
"11638","Irbid",1849718293,4051,288028217,"Irbid Governorate",42,"JRS","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,1024,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-01",1064,"Unconditional Cash Assistance","Individual","2014-01","North",,,,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/01/2014","","","Boys","","Boys","   Urban areas - "
"11641","Irbid",1618225901,4051,1693518418,"Liwa ar Ramtha",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,1,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-10",1064,"Unconditional Cash Assistance","Individual","2014-10","North","Ar Ramtha","Ar Ramtha",,,"SC ITALY","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/10/2014","","","","Girls","Girls","   Urban areas - "
"11644","Irbid",1618225901,4051,1693518418,"Liwa ar Ramtha",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,1,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-08",1064,"Unconditional Cash Assistance","Individual","2014-08","North","Ar Ramtha","Ar Ramtha",,,"SC ITALY","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/08/2014","","","Boys","","Boys","   Urban areas - "
"11650","Irbid",2056882931,4051,288028217,"Irbid Governorate",1531,"IFRC/SRC ","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,974,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-03",1064,"Unconditional Cash Assistance","Individual","2014-03","North",,,,,"target: 760 families/3'800 individuals
periodicity: 3 months 
level of assistance: 100 (50/100/120)","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/03/2014","","","","Girls","Girls","   Urban areas - "
"11666","Irbid",1311730412,4051,1693518418,"Liwa ar Ramtha",773,"ICMC","2. Provision of regular cash assistance","CASH-1. Need Coverage",23509,3,"Men - Other affected Population - # of individuals assisted - Unconditional","2014-09",1064,"Unconditional Cash Assistance","Individual","2014-09","North","Ar Ramtha","Ar Ramtha",,,"Extremely vulnerable Syrian (70%) and Jordanian (30%) households are provided with monthly regular unconditional cash assistance during a period of 6 months. Amount to be provided according to household size.","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","Men","","","","Men","   Urban areas - "
