"","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","Indicator","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","StartDate","men","women","boy","girl","Gender","SiteType"
"7598","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,126,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-05",1064,"Remedial  classes","Individual","2014-05","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/05/2014","","","Boys","","Boys","   Urban areas - "
"7599","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,6,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/09/2014","","","Boys","","Boys","   Urban areas - "
"7601","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,212,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-11",1064,"Remedial  classes","Individual","2014-11","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/11/2014","","","Boys","","Boys","   Urban areas - "
"7603","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,102,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/08/2014","","","","Girls","Girls","   Urban areas - "
"7604","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,58,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/09/2014","","","","Girls","Girls","   Urban areas - "
"7645","Irbid",378229983,4055,1800720415,"Irbid City",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,17,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-04",1064,"Informal education and life skills","Individual","2014-04","North","Qasabat Irbid","Qasabat Irbid",,,"Informal education activities provided through the Al Farouk Society in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/04/2014","","","Boys","","Boys","   Urban areas - "
"7646","Irbid",378229983,4055,1800720415,"Irbid City",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,13,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-08",1064,"Informal education and life skills","Individual","2014-08","North","Qasabat Irbid","Qasabat Irbid",,,"Informal education activities provided through the Al Farouk Society in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/08/2014","","","","Girls","Girls","   Urban areas - "
"7647","Irbid",378229983,4055,1800720415,"Irbid City",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,17,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-04",1064,"Informal education and life skills","Individual","2014-04","North","Qasabat Irbid","Qasabat Irbid",,,"Informal education activities provided through the Al Farouk Society in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/04/2014","","","","Girls","Girls","   Urban areas - "
"7710","Irbid",1247805566,4054,1739588223,"Liwa Qasabat Irbid",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,32,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","North","Qasabat Irbid",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/09/2014","","","Boys","","Boys","   Urban areas - "
"7711","Irbid",1247805566,4054,1739588223,"Liwa Qasabat Irbid",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,43,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","North","Qasabat Irbid",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/09/2014","","","Boys","","Boys","   Urban areas - "
"7712","Irbid",1247805566,4054,1739588223,"Liwa Qasabat Irbid",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,37,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","North","Qasabat Irbid",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/12/2014","","","Boys","","Boys","   Urban areas - "
"7713","Irbid",1247805566,4054,1739588223,"Liwa Qasabat Irbid",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,44,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-06",1064,"Remedial  classes","Individual","2014-06","North","Qasabat Irbid",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/06/2014","","","Boys","","Boys","   Urban areas - "
"7714","Irbid",1247805566,4054,1739588223,"Liwa Qasabat Irbid",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,14,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-03",1064,"Remedial  classes","Individual","2014-03","North","Qasabat Irbid",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/03/2014","","","Boys","","Boys","   Urban areas - "
"7715","Irbid",1247805566,4054,1739588223,"Liwa Qasabat Irbid",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,97,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","North","Qasabat Irbid",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/08/2014","","","","Girls","Girls","   Urban areas - "
"7724","Irbid",1912137954,4055,1693518418,"Liwa ar Ramtha",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,80,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-08",1064,"Informal education and life skills","Individual","2014-08","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/08/2014","","","Boys","","Boys","   Urban areas - "
"7725","Irbid",1912137954,4055,1693518418,"Liwa ar Ramtha",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23567,36,"Boys - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-04",1064,"Informal education and life skills","Individual","2014-04","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/04/2014","","","Boys","","Boys","   Urban areas - "
"7726","Irbid",1912137954,4055,1693518418,"Liwa ar Ramtha",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,80,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-06",1064,"Informal education and life skills","Individual","2014-06","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/06/2014","","","Boys","","Boys","   Urban areas - "
"7727","Irbid",1912137954,4055,1693518418,"Liwa ar Ramtha",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,107,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-06",1064,"Informal education and life skills","Individual","2014-06","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/06/2014","","","","Girls","Girls","   Urban areas - "
"7728","Irbid",1912137954,4055,1693518418,"Liwa ar Ramtha",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,80,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-09",1064,"Informal education and life skills","Individual","2014-09","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/09/2014","","","Boys","","Boys","   Urban areas - "
"7729","Irbid",1912137954,4055,1693518418,"Liwa ar Ramtha",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,90,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-09",1064,"Informal education and life skills","Individual","2014-09","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/09/2014","","","","Girls","Girls","   Urban areas - "
"7730","Irbid",1912137954,4055,1693518418,"Liwa ar Ramtha",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,85,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/07/2014","","","Boys","","Boys","   Urban areas - "
"7731","Irbid",1912137954,4055,1693518418,"Liwa ar Ramtha",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,48,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-05",1064,"Informal education and life skills","Individual","2014-05","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/05/2014","","","","Girls","Girls","   Urban areas - "
"7780","Irbid",1174507986,4055,288028217,"Irbid Governorate",574,"SCI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,22,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-09",1064,"Informal education and life skills","Individual","2014-09","North",,,,,"ECHOII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/09/2014","","","","Girls","Girls","   Urban areas - "
"7781","Irbid",1174507986,4055,288028217,"Irbid Governorate",574,"SCI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23569,100,"Girls - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-08",1064,"Informal education and life skills","Individual","2014-08","North",,,,,"ECHOII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/08/2014","","","","Girls","Girls","   Urban areas - "
"7819","Irbid",1247805566,4054,1739588223,"Liwa Qasabat Irbid",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,60,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","North","Qasabat Irbid",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/07/2014","","","","Girls","Girls","   Urban areas - "
"7820","Irbid",506369634,4060,1537727344,"Liwa Bani Kinanah",293,"UNESCO","2. Training of education service providers","EDUCATION-2. Learning environment",23612,56,"# of in-service teachers and other education service providers trained during the month","2014-03",1064,"RRP6 - Performance Indicators","#","2014-03","North","Bani Kinana","Bani Kinana",,,"Refreshers for the teachers who took training implemented by QRTA.","Direct appeal","UNESCO","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1707","IRBID","1","North","01/03/2014","","","","","","   Urban areas - "
"7821","Irbid",1247805566,4054,1739588223,"Liwa Qasabat Irbid",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,51,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","North","Qasabat Irbid",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/09/2014","","","","Girls","Girls","   Urban areas - "
"7822","Irbid",1247805566,4054,1739588223,"Liwa Qasabat Irbid",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,197,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","North","Qasabat Irbid",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/12/2014","","","","Girls","Girls","   Urban areas - "
"7849","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,129,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/04/2014","","","","Girls","Girls","   Urban areas - "
"7850","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,83,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/04/2014","","","","Girls","Girls","   Urban areas - "
"7851","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,20,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-05",1064,"Remedial  classes","Individual","2014-05","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/05/2014","","","Boys","","Boys","   Urban areas - "
"7852","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,50,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/07/2014","","","","Girls","Girls","   Urban areas - "
"7853","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,1,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/07/2014","","","Boys","","Boys","   Urban areas - "
"7854","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,70,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-05",1064,"Remedial  classes","Individual","2014-05","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/05/2014","","","","Girls","Girls","   Urban areas - "
"7855","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,207,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/12/2014","","","","Girls","Girls","   Urban areas - "
"7856","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,190,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/09/2014","","","","Girls","Girls","   Urban areas - "
"7857","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,89,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/04/2014","","","Boys","","Boys","   Urban areas - "
"7858","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,6,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/08/2014","","","","Girls","Girls","   Urban areas - "
"7927","Irbid",1089478364,4057,687177183,"Cyber City Refugee Center",775,"IFH/NHF ","4. Children with specific needs","EDUCATION-1. Access to appropriate opportunities",23587,1,"Syrian Boys in Camp with specific needs provided with inclusive education and psychosocial services","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"Project Title: Provision of multidisciplinary services for Refugees and Asylum Seekers in Jordan (Syrian) 
Target group:
1-the vulnerable group of Syrian refugee families registered with the UNHCR, especially those with special needs, women, children, the elderly in the community and in the refugee camps.
2-The Community based organizations CBO’s Implementing partners and
Funded By: The UN Refugee Agency UNHCR
Activities:  (in the camps and the local community)
1-To provide rehabilitation services and psycho-social support for children with disabilities from mental disabilities and physical- minor to moderate-, learning difficulties and problems of language and speech therapy, and physical therapy sessions. And provide advising sessions for their parents. And provide children in need with hearing aids.
2-Screeninng for cases and to be  identified and provide with basic and advanced  psychological sessions awareness-raising sessions.
3-Separated children: educational sessions and support groups for separated and unaccompanied children ,workshops, and various activities. and individual psychosocial sessions as well referrals
4- Provide psychological and social services individual and groups sessions for those who are having psychological problems ( like bed wetting for children adjustment problems for adults…etc)
","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/03/2014","","","Boys","","Boys","Camp    - "
"7928","Irbid",1089478364,4057,687177183,"Cyber City Refugee Center",775,"IFH/NHF ","4. Children with specific needs","EDUCATION-1. Access to appropriate opportunities",23586,4,"Syrian Girls in Camp with specific needs provided with inclusive education and psychosocial services","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North",,,,,"Project Title: Provision of multidisciplinary services for Refugees and Asylum Seekers in Jordan (Syrian) 
Target group:
1-the vulnerable group of Syrian refugee families registered with the UNHCR, especially those with special needs, women, children, the elderly in the community and in the refugee camps.
2-The Community based organizations CBO’s Implementing partners and
Funded By: The UN Refugee Agency UNHCR
Activities:  (in the camps and the local community)
1-To provide rehabilitation services and psycho-social support for children with disabilities from mental disabilities and physical- minor to moderate-, learning difficulties and problems of language and speech therapy, and physical therapy sessions. And provide advising sessions for their parents. And provide children in need with hearing aids.
2-Screeninng for cases and to be  identified and provide with basic and advanced  psychological sessions awareness-raising sessions.
3-Separated children: educational sessions and support groups for separated and unaccompanied children ,workshops, and various activities. and individual psychosocial sessions as well referrals
4- Provide psychological and social services individual and groups sessions for those who are having psychological problems ( like bed wetting for children adjustment problems for adults…etc)
","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/01/2014","","","","Girls","Girls","Camp    - "
"7929","Irbid",1089478364,4057,687177183,"Cyber City Refugee Center",775,"IFH/NHF ","4. Children with specific needs","EDUCATION-1. Access to appropriate opportunities",23587,1,"Syrian Boys in Camp with specific needs provided with inclusive education and psychosocial services","2014-04",1064,"RRP6 - Performance Indicators","Individual","2014-04","North",,,,,"Project Title: Provision of multidisciplinary services for Refugees and Asylum Seekers in Jordan (Syrian) 
Target group:
1-the vulnerable group of Syrian refugee families registered with the UNHCR, especially those with special needs, women, children, the elderly in the community and in the refugee camps.
2-The Community based organizations CBO’s Implementing partners and
Funded By: The UN Refugee Agency UNHCR
Activities:  (in the camps and the local community)
1-To provide rehabilitation services and psycho-social support for children with disabilities from mental disabilities and physical- minor to moderate-, learning difficulties and problems of language and speech therapy, and physical therapy sessions. And provide advising sessions for their parents. And provide children in need with hearing aids.
2-Screeninng for cases and to be  identified and provide with basic and advanced  psychological sessions awareness-raising sessions.
3-Separated children: educational sessions and support groups for separated and unaccompanied children ,workshops, and various activities. and individual psychosocial sessions as well referrals
4- Provide psychological and social services individual and groups sessions for those who are having psychological problems ( like bed wetting for children adjustment problems for adults…etc)
","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/04/2014","","","Boys","","Boys","Camp    - "
"7980","Irbid",453865824,4056,288028217,"Irbid Governorate",8,"Caritas","3. Access to pre-primary education services","EDUCATION-1. Access to appropriate opportunities",23577,23,"Syrian Boys in Urban accessing non-public KGs including Parent-Child Centres.","2014-06",1064,"Non-public KGs","Individual","2014-06","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/06/2014","","","Boys","","Boys","   Urban areas - "
"8012","Irbid",378229983,4055,1800720415,"Irbid City",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,17,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","North","Qasabat Irbid","Qasabat Irbid",,,"Informal education activities provided through the Al Farouk Society in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/07/2014","","","","Girls","Girls","   Urban areas - "
"8013","Irbid",378229983,4055,1800720415,"Irbid City",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,17,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-05",1064,"Informal education and life skills","Individual","2014-05","North","Qasabat Irbid","Qasabat Irbid",,,"Informal education activities provided through the Al Farouk Society in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/05/2014","","","Boys","","Boys","   Urban areas - "
"8014","Irbid",378229983,4055,1800720415,"Irbid City",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,16,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-03",1064,"Informal education and life skills","Individual","2014-03","North","Qasabat Irbid","Qasabat Irbid",,,"Informal education activities provided through the Al Farouk Society in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/03/2014","","","Boys","","Boys","   Urban areas - "
"8015","Irbid",378229983,4055,1800720415,"Irbid City",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,17,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-06",1064,"Informal education and life skills","Individual","2014-06","North","Qasabat Irbid","Qasabat Irbid",,,"Informal education activities provided through the Al Farouk Society in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/06/2014","","","","Girls","Girls","   Urban areas - "
"8016","Irbid",378229983,4055,1800720415,"Irbid City",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,16,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-03",1064,"Informal education and life skills","Individual","2014-03","North","Qasabat Irbid","Qasabat Irbid",,,"Informal education activities provided through the Al Farouk Society in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/03/2014","","","","Girls","Girls","   Urban areas - "
"8017","Irbid",378229983,4055,1800720415,"Irbid City",912,"Questcope","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,17,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","North","Qasabat Irbid","Qasabat Irbid",,,"Informal education activities provided through the Al Farouk Society in partnership with UNESCO.","Indirect appeal","UNESCO","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","01/07/2014","","","Boys","","Boys","   Urban areas - "
